get,like,0.04
get,lost,0.06
get,big,0.04
get,morning,0.07
get,alright,0.07
get,chance,0.06
get,go,0.04
get,airplane,0.26
get,check,0.06
family car,transfer,0.06
family car,laundry,0.29
family,shopping,0.24
family,built,0.23
family,suitcases,0.25
family,car,0.3
family,transfer suitcases,0.2
family,businesses,0.25
family,docks,0.25
family,arriving,0.22
family,waterfront,0.25
family,boat,0.21
way,adapted,0.21
rail service,acute,0.07
rail service,exists,0.3
incessant hum,insects,0.29
10,case,0.29
garden,chairs,0.22
garden,lawnmowers,0.23
snow,wagers,0.06
snow,bathing,0.06
snow,river,0.05
snow,blossom,0.06
snow,suits,0.07
snow,mowers,0.06
snow,blowers,0.06
snow,break,0.05
snow,replaced,0.06
snow,time,0.04
snow,pussy,0.06
snow,date,0.06
snow,rakes,0.27
snow,shovels,0.06
snow,willows,0.06
winter,geese,0.06
winter,frogs,0.01
winter,zero,0.02
winter,ice conditions,0.05
winter,geese return,0.07
winter,grounds,0.05
winter,presents,0.32
winter,conditions,0.09
winter,climbs,0.27
winter,never,0.05
winter,problems,0.08
winter,battalions,0.05
winter,lows,0.05
winter,changing,0.06
winter,permit,0.07
winter,hatched,0.05
winter,croak,0.05
winter,upward,0.05
geese,mercury,0.04
frogs,mercury climbs,0.17
miss,set,0.05
miss,office,0.05
miss,lives,0.07
miss,wild blueberries,0.03
miss,rest,0.05
miss,steaks,0.05
miss,decided,0.05
miss,delicious,0.04
miss,1984,0.03
miss,blueberries,0.06
miss,centered,0.05
miss,remaining,0.04
miss,around,0.05
miss,pancakes,0.06
miss,possibly,0.04
miss,sausages,0.05
miss,post,0.05
miss,february,0.06
miss,clear,0.25
miss,moosemeat,0.06
miss,moving,0.04
miss,smoked,0.05
jostle,looms,0.22
jostle,boss,0.23
jostle,lunch,0.17
jostle,boss looms,0.17
jostle,threateningly,0.19
degrees,differential,0.03
degrees,140,0.03
degrees,fantastic,0.23
degrees,continues,0.04
degrees,life,0.04
degrees,corporations,0.01
fantastic,different,0.01
fantastic,working,0.01
fantastic,transferred,0.01
fantastic,job,0.01
fantastic,definitely,0.01
fantastic,requirement,0.01
start,doesn't,0.21
start,walk,0.04
start,call,0.03
start,either,0.02
carry,vans,0.26
carry,motorcycles,0.26
carry,motors,0.36
carry,tow,0.27
carry,atvs,0.36
carry,trailers,0.26
carry,bicycles,0.26
carry,motorhomes,0.39
carry,tow boats,0.21
carry,4x4's,0.2
net,minnows,0.23
net,bags,0.22
net,popular,0.19
hear,rustling,0.03
hear,lying,0.04
hear,noises,0.25
piper cub,beechcraft,0.33
tv,cbc,0.04
tv,begin,0.04
tv,northern communities,0.07
tv,one,0.26
tv,station,0.33
tv,providing,0.04
ice,perch,0.07
ice,comfort,0.08
ice,drill holes,0.05
ice,stove,0.06
ice,streets,0.01
ice,walleye,0.08
ice,feet,0.05
ice,snowmobile,0.07
ice,flock,0.08
ice,bass,0.08
ice,tullibee,0.08
ice,spots,0.08
ice,plentiful,0.06
ice,shack,0.31
ice,glowing,0.06
ice,catfish,0.06
ice,burbot,0.08
ice,good,0.06
ice,eating,0.02
ice,huddled,0.08
ice,catch,0.07
ice,pike,0.08
ice,lee,0.07
ice,whether,0.06
ice,holes,0.09
ice,whitefish,0.06
ice,drill,0.08
ice,trout,0.1
ice,normally,0.06
streets,cabins,0.26
streets,well,0.27
streets,located,0.26
streets,make,0.16
streets,absence,0.26
streets,deliver goods,0.2
streets,businesss,0.33
streets,homes,0.29
streets,deliver,0.28
streets,merchants,0.28
streets,water,0.34
streets,five,0.24
streets,seasons,0.32
streets,maintaining,0.22
streets,goods,0.28
streets,entrepreneurs,0.27
streets,city dwellers,0.2
streets,rival,0.26
streets,dwellers,0.29
streets,road,0.34
streets,servicing,0.22
walleye,flies,0.04
walleye,hordes,0.01
walleye,mosquitoes,0.05
walleye,giant,0.02
walleye,legion,0.04
walleye,away,0.03
walleye,flesh,0.04
walleye,black,0.05
walleye,told,0.01
walleye,murderous,0.03
walleye,rigors,0.05
walleye,bull dog,0.05
walleye,bull,0.04
walleye,man,0.04
walleye,dog,0.05
walleye,lumps,0.04
walleye,stories,0.04
walleye,tales,0.05
regular,carry conservationists,0.17
regular,census,0.23
regular,conservationists,0.23
regular,intervals,0.23
regular,animal,0.19
person,breed,0.05
person,takes,0.03
person,special,0.23
40,engine,0.08
40,turned,0.05
40,50,0.07
40,cannot,0.05
40,thick,0.08
40,gets,0.07
40,minus,0.29
bait,colder,0.22
bait,taking,0.21
bait,favorite,0.24
bait,whatever,0.25
bait,weather,0.25
bait,warmth,0.22
bait,best,0.2
bait,moose hunting,0.2
applies,tools,0.02
applies,repairman,0.16
wakes,beaver,0.03
wakes,muskrat,0.15
day,24,0.06
day,running,0.06
day,vehicles,0.28
day,places,0.06
heard deep,sights,0.01
heard deep,brush,0.01
heard deep,spruce,0.29
heard deep,sounds,0.01
heard deep,crashing,0.01
heard deep,breaking,0.01
heard deep,forests,0.01
heard deep,moose,0.01
heard deep,trees,0.01
heard deep,tearing,0.01
sights,secure,0.01
secure,gasoline,0.01
secure,high,0.19
secure,appliances,0.05
secure,mouse,0.22
secure,expensive,0.01
